Q7,Q8,Q9,Q10,Label,Partner,Friends,Siblings,Co-worker,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q6_max_Skyscrapers,Q6_max_Sport,Q6_max_Art and Music,Q6_max_Carnival,Q6_max_Cuisine,Q6_max_Economic,Q6_min_Skyscrapers,Q6_min_Sport,Q6_min_Art and Music,Q6_min_Carnival,Q6_min_Cuisine,Q6_min_Economic
1.339902680535166,2.0463994854988874,1.9601864578879784,"""It was the best of times, it was the worst of times""",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.7964349367571022,-0.12657725872935746,-1.0782206261036484,I barely know about this city,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.9126351570767123,0.009233787784907826,-0.8444970042581388,The city of the richÂ ,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.48536763361825863,-0.08130690989126903,-0.3770497605671193,There is so much to discover in Dubai,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
-1.6509699836740095,-0.17184760756744588,-1.3119442479491583,"One belongs to New York instantly, one belongs to it as much in five minutes as in five years.",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.05810011015980504,0.009233787784907826,-0.3770497605671193,just keep swimming,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0.9126351570767123,-0.12657725872935746,-0.3770497605671193,city with the tallest skyscraper,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9126351570767123,-0.12657725872935746,-1.3119442479491583,the burj khalifa is the tallest building in the world,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.48536763361825863,-0.0360365610531806,-0.8444970042581388,â€œI want you to deal with your problems by becoming rich!â€Â ,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.48536763361825863,-0.08130690989126903,-1.0782206261036484,"warm, skyscrapers, rich, sand",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.1689956711517844,0.09977448546108468,0.7915683486604294,"Habibi, come to Dubai",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.194437727452073,-0.08130690989126903,-0.8444970042581388,Desert,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.48536763361825863,-0.0360365610531806,-0.610773382412629,"""habibi welcome to dubai""",0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.9126351570767123,-0.0360365610531806,-0.3770497605671193,A city of the future in the middle of the desert,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.36916741329864855,-0.17184760756744588,-1.3119442479491583,Skyscrapers in the middle of nowhereÂ ,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3.0489727743689805,0.009233787784907826,-1.0782206261036484,"AMMAZING, SPECTACULAR!!!!!!!",0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0.8271816523850215,0.009233787784907826,-0.14332613872160954,money make the world go round,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0.22900711954318648,0.009233787784907826,-0.3770497605671193,Black Gold,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.22900711954318648,0.009233787784907826,-0.610773382412629,Where dreams reach new heights.,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.3144606242348772,-0.08130690989126903,-0.610773382412629,Dubai,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.339902680535166,-0.0360365610531806,0.7915683486604294,The food here is expensive. This is where the rich people gather.,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.48536763361825863,0.23558553197534998,0.7915683486604294,Iâ€™m in a Dubai state of mind,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.36916741329864855,-0.08130690989126903,-0.3770497605671193,"â€œWestern countries are dying, Dubai is growingâ€ Â â€”Andrew Tate",0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
-1.2237024602155557,0.23558553197534998,0.7915683486604294,"""started from the bottom now we here""",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.3144606242348772,0.009233787784907826,-0.610773382412629,A city full of oil,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.48536763361825863,-0.12657725872935746,-0.8444970042581388,Modern and inclusive lifestyle.,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3999141289265679,-0.12657725872935746,-1.0782206261036484,Desert,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.48536763361825863,-0.12657725872935746,-0.8444970042581388,Habibi come to Dubai,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.48536763361825863,-0.0360365610531806,-0.8444970042581388,A beautiful City Skyline,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.48536763361825863,-0.0360365610531806,1.9601864578879784,work smart not hard,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.6562746430016401,0.05450413662299625,-0.8444970042581388,"â€œDon't Gain The World & Lose Your Soul, Wisdom Is Better Than Silver Or Gold.â€
â€•Â Bob Marley",0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.48536763361825863,-0.08130690989126903,-1.545667869794668,"""There is no such thing as impossible""",0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0.48536763361825863,0.09977448546108468,0.7915683486604294,The sky is the limit,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.36916741329864855,-0.08130690989126903,-1.0782206261036484,Skyscrapers,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.48536763361825863,0.009233787784907826,1.9601864578879784,Rich,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0.9126351570767123,-0.08130690989126903,-0.3770497605671193,tourist center,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1.339902680535166,-0.12657725872935746,-1.3119442479491583,Dubai is designed to build a tourism industry in case the oil dries up.,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9126351570767123,0.05450413662299625,-0.14332613872160954,the only place where sku is not the limit,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.9126351570767123,-0.08130690989126903,-0.8444970042581388,"""futuristic""",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.9126351570767123,-0.12657725872935746,-0.8444970042581388,"No specific quote that comes to mind, possibly because I was born in Dubai and lived there my entire life.",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.48536763361825863,0.009233787784907826,0.09039748312390018,The rich get richer the poor get poorer.,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.36916741329864855,-0.08130690989126903,-0.3770497605671193,Come to Dubai,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.6562746430016401,-0.08130690989126903,-0.610773382412629,Welcome,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.48536763361825863,0.6882890203562343,0.7915683486604294,"In Dubai, we donâ€™t wait for things to happen, we make them happen.",0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0835421664600937,-0.0360365610531806,-0.610773382412629,"""Habibi come to Dubai""",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0.6562746430016401,-0.08130690989126903,0.5578447268149197,An Oasis of life,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.54007442268203,-0.08130690989126903,-0.610773382412629,"""Money can't buy everything""",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-0.1982604039152671,0.14504483429917311,-0.8444970042581388,"Skyscrapers, oil companies, desert, people wearing white clothing",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9126351570767123,-0.08130690989126903,-0.3770497605671193,"Habibi
Yallah",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.05810011015980504,-0.08130690989126903,-0.8444970042581388,There's no money like oil money.Â ,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.9126351570767123,0.09977448546108468,0.32412110496940993,è¿™æ˜¯æ²™æ¼ ä¸­ä¸€åº§éžå¸¸å¯Œè£•ã€çŽ°ä»£åŒ–çš„åŸŽå¸‚ã€‚,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1.339902680535166,-0.0360365610531806,-0.610773382412629,"""yalla""",0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.48536763361825863,-0.08130690989126903,0.7915683486604294,money is power,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.6562746430016401,0.09977448546108468,-0.3770497605671193,"""The city of tomorrow""",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.7671702039936195,-0.17184760756744588,-0.8444970042581388,.,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.1689956711517844,-0.08130690989126903,-0.610773382412629,"""Dubai is soulless""",0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.36916741329864855,0.14504483429917311,1.9601864578879784,"""Money can't buy happiness.""",0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3999141289265679,-0.12657725872935746,-1.0782206261036484,,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.36916741329864855,-0.08130690989126903,0.7915683486604294,"""Life is suite""",0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9126351570767123,-0.12657725872935746,-0.14332613872160954,The sky is the limit.,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.9126351570767123,0.009233787784907826,-0.3770497605671193,"""city of the future""",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.48536763361825863,0.23558553197534998,0.7915683486604294,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3999141289265679,-0.08130690989126903,-0.8444970042581388,"""We will never settle for anything less than first place""",0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.339902680535166,-0.0360365610531806,-0.3770497605671193,something about the dessert or maybe riches,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.48536763361825863,0.009233787784907826,-0.3770497605671193,"City of stars, are you shining just for me?",0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.48536763361825863,-0.08130690989126903,-0.8444970042581388,money canâ€™t buy happiness,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.9126351570767123,0.05450413662299625,0.7915683486604294,This license plate is really expensive,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.9126351570767123,0.009233787784907826,0.32412110496940993,"""come to dubai habibi""",0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.1689956711517844,-0.12657725872935746,-0.14332613872160954,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
-0.8818884414487929,-0.0360365610531806,-0.3770497605671193,The great seen of Burj Khalifa deserves to take a look.,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0.22900711954318648,0.009233787784907826,-0.14332613872160954,Oil money!,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.48536763361825863,-0.08130690989126903,0.09039748312390018,Don't judge a book by its cover,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1.339902680535166,-0.12657725872935746,-0.3770497605671193,"Dubai's skyline is not just a testament to architectural prowess, but a symbol of boundless vision and the relentless pursuit of innovation.",0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2.194437727452073,-0.12657725872935746,-0.3770497605671193,"""Dubai: Where modern marvels meet desert serenity.""",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.5108096899185472,0.009233787784907826,-0.8444970042581388,Living the dream.,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.48536763361825863,-0.0360365610531806,-0.3770497605671193,The city beyond the clouds.,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.48536763361825863,0.14504483429917311,-0.3770497605671193,"â€œMoney can't buy happiness. Habibi, come to Dubai.â€",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.9126351570767123,-0.12657725872935746,-0.8444970042581388,Nothing is impossible.,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.9126351570767123,-0.0360365610531806,-0.8444970042581388,"""A playground for the rich.""",0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.48536763361825863,-0.08130690989126903,0.7915683486604294,Overly extravagant.,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.05810011015980504,-0.0360365610531806,-0.3770497605671193,ModernityÂ ,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.7671702039936195,-0.0360365610531806,-1.3119442479491583,"Beyond the clouds, the world's tallest tower inspires guests to dream bigger and reach higher.",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0.9126351570767123,0.009233787784907826,0.7915683486604294,Futuristic,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.938077213377001,-0.08130690989126903,-0.610773382412629,Inspire innovation,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.14355361485149576,-0.08130690989126903,-0.8444970042581388,Dubai is a dream city.,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.7417281476933308,-0.08130690989126903,-0.14332613872160954,idk,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.7671702039936195,0.009233787784907826,-0.610773382412629,"""Grand and sandy""",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.48536763361825863,-0.0360365610531806,-0.14332613872160954,"Rich, Rich, Rich and Desert. Cristiano Ronaldo seems want to play soccer there.",0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0835421664600937,-0.12657725872935746,-1.3119442479491583,No quote comes to mind.,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.05810011015980504,-0.0360365610531806,-0.14332613872160954,The burj khalifa is tall,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.05810011015980504,0.09977448546108468,-0.8444970042581388,Never rains in Dubai,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.48536763361825863,0.009233787784907826,-0.14332613872160954,The Flash : What are your super powers again? Batman : I'm rich,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.6562746430016401,-0.08130690989126903,-1.3119442479491583,"Heart of the desert. It's not just a city, it's a vision of the future",0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.9126351570767123,-0.08130690989126903,-0.610773382412629,Palm Islands and the Burj Khalifa,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.9126351570767123,0.23558553197534998,0.7915683486604294,The only place where the sky is not the limit.,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.1689956711517844,-0.0360365610531806,0.32412110496940993,"""The city that exceeded expectations""",0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1.1689956711517844,-0.17184760756744588,-1.3119442479491583,â€œYou are like whitewashed tombsâ€,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.48536763361825863,-0.12657725872935746,-0.8444970042581388,"Dubai was founded on trade, not oil.",0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.339902680535166,0.23558553197534998,-0.3770497605671193,City of the future,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.05810011015980504,0.23558553197534998,-1.0782206261036484,"Summer nights, Dubai skies",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0.48536763361825863,-0.08130690989126903,-1.0782206261036484,â€œWhy can't the world let me be the n+1th rich people?â€,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.7417281476933308,-0.08130690989126903,-1.0782206261036484,"what happens in vegas, stays in vegas.",0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.48536763361825863,-0.12657725872935746,-0.610773382412629,The tallest building in the world.,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
