id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Label,Q5_list,p,f,s,o,Q6_max,Q6_min
313448,5.0,4.0,4.0,1.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",20,2.0,3,Modern and inclusive lifestyle.,Dubai,['Friends'],0,1,0,0,Skyscrapers,Carnival
525853,5.0,4.0,5.0,5.0,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>1,Carnival=>6,Cuisine=>6,Economic=>6",19,2.0,2,Desert,Dubai,['Friends'],0,1,0,0,Skyscrapers,Sport
517764,5.0,5.0,5.0,4.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",20,2.0,3,Habibi come to Dubai,Dubai,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Skyscrapers,Carnival
520989,4.0,2.0,3.0,2.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20,4.0,3,A beautiful City Skyline,Dubai,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Skyscrapers,Sport
318437,4.0,3.0,5.0,2.0,"Friends,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20,4.0,20,work smart not hard,Dubai,"['Friends', 'Co-worker']",0,1,0,1,Skyscrapers,Sport
634513,5.0,5.0,4.0,1.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>6,Economic=>6",22,6.0,3,"â€œDon't Gain The World & Lose Your Soul, Wisdom Is Better Than Silver Or Gold.â€
â€•Â Bob Marley",Dubai,"['Partner', 'Friends', 'Siblings', 'Co-worker']",1,1,1,1,Skyscrapers,Sport
492858,5.0,4.0,4.0,5.0,"Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>6,Economic=>5",20,3.0,0,"""There is no such thing as impossible""",Dubai,"['Friends', 'Siblings']",0,1,1,0,Skyscrapers,Sport
519760,4.0,5.0,5.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>4,Cuisine=>2,Economic=>5",20,7.0,10,The sky is the limit,Dubai,"['Partner', 'Friends']",1,1,0,0,Skyscrapers,Sport
602496,4.0,4.0,5.0,1.0,"Partner,Friends,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>1,Carnival=>1,Cuisine=>2,Economic=>4",10,3.0,2,Skyscrapers,Dubai,"['Partner', 'Friends', 'Co-worker']",1,1,0,1,Skyscrapers,Art and Music
209691,5.0,5.0,3.0,5.0,Partner,"Skyscrapers=>6,Sport=>5,Art and Music=>3,Carnival=>5,Cuisine=>4,Economic=>6",20,5.0,20,Rich,Dubai,['Partner'],1,0,0,0,Skyscrapers,Art and Music
524485,4.0,3.0,5.0,4.0,"Partner,Friends","Skyscrapers=>5,Sport=>2,Art and Music=>1,Carnival=>4,Cuisine=>3,Economic=>6",25,3.0,5,tourist center,Dubai,"['Partner', 'Friends']",1,1,0,0,Economic,Art and Music
413331,4.0,2.0,3.0,2.0,Co-worker,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",30,2.0,1,Dubai is designed to build a tourism industry in case the oil dries up.,Dubai,['Co-worker'],0,0,0,1,Skyscrapers,Carnival
313562,4.0,5.0,5.0,3.0,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>5,Economic=>4",25,6.0,6,the only place where sku is not the limit,Dubai,['Friends'],0,1,0,0,Skyscrapers,Sport
409863,4.0,2.0,2.0,3.0,Co-worker,"Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",25,3.0,3,"""futuristic""",Dubai,['Co-worker'],0,0,0,1,Skyscrapers,Sport
398273,3.0,2.0,4.0,1.0,Siblings,"Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>1,Cuisine=>2,Economic=>5",25,2.0,3,"No specific quote that comes to mind, possibly because I was born in Dubai and lived there my entire life.",Dubai,['Siblings'],0,0,1,0,Skyscrapers,Carnival
291561,3.0,3.0,5.0,1.0,Partner,"Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",20,5.0,7,The rich get richer the poor get poorer.,Dubai,['Partner'],1,0,0,0,Carnival,Skyscrapers
526497,4.0,3.0,5.0,2.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>2,Cuisine=>4,Economic=>5",10,3.0,5,Come to Dubai,Dubai,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Skyscrapers,Carnival
523109,4.0,4.0,5.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>3,Carnival=>4,Cuisine=>4,Economic=>5",22,3.0,4,Welcome,Dubai,"['Partner', 'Friends']",1,1,0,0,Skyscrapers,Sport
417866,4.0,2.0,5.0,1.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>4,Carnival=>1,Cuisine=>6,Economic=>6",20,20.0,10,"In Dubai, we donâ€™t wait for things to happen, we make them happen.",Dubai,"['Partner', 'Friends', 'Siblings', 'Co-worker']",1,1,1,1,Skyscrapers,Carnival
523628,5.0,4.0,4.0,4.0,Friends,"Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>3,Cuisine=>6,Economic=>6",27,4.0,4,"""Habibi come to Dubai""",Dubai,['Friends'],0,1,0,0,Skyscrapers,Art and Music
400581,5.0,5.0,2.0,2.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>2,Carnival=>2,Cuisine=>3,Economic=>1",22,3.0,9,An Oasis of life,Dubai,"['Partner', 'Friends', 'Siblings', 'Co-worker']",1,1,1,1,Skyscrapers,Economic
524818,4.0,4.0,4.0,1.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>5,Cuisine=>3,Economic=>6",8,3.0,4,"""Money can't buy everything""",Dubai,['Friends'],0,1,0,0,Skyscrapers,Art and Music
526575,4.0,4.0,4.0,2.0,"Friends,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>3,Carnival=>1,Cuisine=>5,Economic=>6",12,8.0,3,"Skyscrapers, oil companies, desert, people wearing white clothing",Dubai,"['Friends', 'Co-worker']",0,1,0,1,Skyscrapers,Carnival
526091,5.0,3.0,5.0,2.0,Partner,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>6",25,3.0,5,"Habibi
Yallah",Dubai,['Partner'],1,0,0,0,Skyscrapers,Carnival
211158,4.0,2.0,4.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>4,Art and Music=>2,Carnival=>2,Cuisine=>3,Economic=>6",15,3.0,3,There's no money like oil money.Â ,Dubai,"['Partner', 'Friends']",1,1,0,0,Skyscrapers,Art and Music
313186,4.0,5.0,2.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>4,Cuisine=>4,Economic=>5",25,7.0,8,è¿™æ˜¯æ²™æ¼ ä¸­ä¸€åº§éžå¸¸å¯Œè£•ã€çŽ°ä»£åŒ–çš„åŸŽå¸‚ã€‚,Dubai,"['Partner', 'Friends']",1,1,0,0,Skyscrapers,Sport
523354,4.0,4.0,5.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>5",30,4.0,4,"""yalla""",Dubai,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Skyscrapers,Cuisine
523037,4.0,1.0,5.0,1.0,Friends,"Skyscrapers=>6,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>3,Economic=>5",20,3.0,10,money is power,Dubai,['Friends'],0,1,0,0,Skyscrapers,Carnival
386388,5.0,4.0,4.0,2.0,Siblings,"Skyscrapers=>6,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>4,Economic=>5",22,7.0,5,"""The city of tomorrow""",Dubai,['Siblings'],0,0,1,0,Skyscrapers,Art and Music
543739,1.0,1.0,1.0,1.0,Friends,"Skyscrapers=>6,Sport=>5,Art and Music=>1,Carnival=>4,Cuisine=>3,Economic=>2",35,1.0,3,.,Dubai,['Friends'],0,1,0,0,Skyscrapers,Art and Music
523824,4.0,1.0,5.0,1.0,"Partner,Friends,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>2,Cuisine=>2,Economic=>6",28,3.0,4,"""Dubai is soulless""",Dubai,"['Partner', 'Friends', 'Co-worker']",1,1,0,1,Skyscrapers,Carnival
523710,5.0,4.0,5.0,2.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>4,Economic=>5",10,8.0,30,"""Money can't buy happiness.""",Dubai,"['Partner', 'Friends', 'Siblings', 'Co-worker']",1,1,1,1,Skyscrapers,Art and Music
522150,4.0,3.0,5.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>4,Art and Music=>4,Carnival=>3,Cuisine=>4,Economic=>4",10,3.0,10,"""Life is suite""",Dubai,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Skyscrapers,Carnival
315799,4.0,2.0,5.0,2.0,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",25,2.0,6,The sky is the limit.,Dubai,['Friends'],0,1,0,0,Skyscrapers,Sport
392971,5.0,4.0,5.0,4.0,Partner,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>5,Economic=>5",25,5.0,5,"""city of the future""",Dubai,['Partner'],1,0,0,0,Skyscrapers,Sport
85523,4.0,4.0,5.0,4.0,Partner,"Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",20,10.0,10,None,Dubai,['Partner'],1,0,0,0,Skyscrapers,Sport
312266,5.0,4.0,5.0,2.0,"Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>4,Cuisine=>3,Economic=>5",19,3.0,3,"""We will never settle for anything less than first place""",Dubai,"['Friends', 'Siblings']",0,1,1,0,Skyscrapers,Art and Music
616470,4.0,3.0,5.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>1,Cuisine=>2,Economic=>5",30,4.0,5,something about the dessert or maybe riches,Dubai,"['Partner', 'Friends']",1,1,0,0,Skyscrapers,Carnival
499357,4.0,3.0,4.0,2.0,"Partner,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>1,Cuisine=>2,Economic=>5",20,5.0,5,"City of stars, are you shining just for me?",Dubai,"['Partner', 'Co-worker']",1,0,0,1,Skyscrapers,Carnival
317706,5.0,3.0,5.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",20,3.0,3,money canâ€™t buy happiness,Dubai,"['Partner', 'Friends']",1,1,0,0,Skyscrapers,Sport
630892,4.0,5.0,3.0,2.0,Siblings,"Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",25,6.0,10,This license plate is really expensive,Dubai,['Siblings'],0,0,1,0,Skyscrapers,Sport
316001,5.0,4.0,4.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>3,Cuisine=>5,Economic=>6",25,5.0,8,"""come to dubai habibi""",Dubai,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Skyscrapers,Sport
519627,4.0,4.0,3.0,4.0,Partner,"Skyscrapers=>3,Sport=>2,Art and Music=>5,Carnival=>1,Cuisine=>4,Economic=>6",4,4.0,5,The great seen of Burj Khalifa deserves to take a look.,Dubai,['Partner'],1,0,0,0,Economic,Carnival
631625,4.0,2.0,4.0,2.0,"Partner,Friends,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>5,Economic=>4",17,5.0,6,Oil money!,Dubai,"['Partner', 'Friends', 'Co-worker']",1,1,0,1,Skyscrapers,Carnival
504443,5.0,5.0,5.0,5.0,Friends,"Skyscrapers=>6,Sport=>6,Art and Music=>3,Carnival=>3,Cuisine=>4,Economic=>4",20,3.0,7,Don't judge a book by its cover,Dubai,['Friends'],0,1,0,0,Skyscrapers,Art and Music
409187,5.0,3.0,5.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>4",30,2.0,5,"Dubai's skyline is not just a testament to architectural prowess, but a symbol of boundless vision and the relentless pursuit of innovation.",Dubai,"['Partner', 'Friends']",1,1,0,0,Skyscrapers,Sport
413882,5.0,4.0,4.0,3.0,Friends,"Skyscrapers=>5,Sport=>4,Art and Music=>3,Carnival=>2,Cuisine=>1,Economic=>6",40,2.0,5,"""Dubai: Where modern marvels meet desert serenity.""",Dubai,['Friends'],0,1,0,0,Economic,Cuisine
409126,5.0,5.0,5.0,3.0,Partner,"Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>4,Cuisine=>3,Economic=>5",32,5.0,3,Living the dream.,Dubai,['Partner'],1,0,0,0,Skyscrapers,Art and Music
525023,5.0,5.0,1.0,1.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>1,Cuisine=>2,Economic=>5",20,4.0,5,The city beyond the clouds.,Dubai,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Skyscrapers,Carnival
505211,5.0,5.0,5.0,2.0,Siblings,"Skyscrapers=>6,Sport=>2,Art and Music=>2,Carnival=>5,Cuisine=>5,Economic=>6",20,8.0,5,"â€œMoney can't buy happiness. Habibi, come to Dubai.â€",Dubai,['Siblings'],0,0,1,0,Skyscrapers,Sport
412560,4.0,4.0,3.0,2.0,"Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>6",25,2.0,3,Nothing is impossible.,Dubai,"['Friends', 'Siblings', 'Co-worker']",0,1,1,1,Economic,Carnival
522758,5.0,2.0,1.0,2.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>5,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>5",25,4.0,3,"""A playground for the rich.""",Dubai,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Skyscrapers,Carnival
494871,4.0,4.0,3.0,3.0,Co-worker,"Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20,3.0,10,Overly extravagant.,Dubai,['Co-worker'],0,0,0,1,Skyscrapers,Sport
618249,4.0,4.0,4.0,3.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",15,4.0,5,ModernityÂ ,Dubai,"['Partner', 'Friends', 'Siblings', 'Co-worker']",1,1,1,1,Skyscrapers,Carnival
406181,4.0,2.0,5.0,4.0,Siblings,"Skyscrapers=>5,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>6,Economic=>4",35,4.0,1,"Beyond the clouds, the world's tallest tower inspires guests to dream bigger and reach higher.",Dubai,['Siblings'],0,0,1,0,Cuisine,Art and Music
523647,5.0,4.0,4.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>5,Economic=>4",25,5.0,10,Futuristic,Dubai,"['Partner', 'Friends']",1,1,0,0,Skyscrapers,Carnival
494020,5.0,3.0,5.0,2.0,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>5,Economic=>4",37,3.0,4,Inspire innovation,Dubai,['Friends'],0,1,0,0,Skyscrapers,Sport
387537,5.0,2.0,3.0,3.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>2,Cuisine=>4,Economic=>6",16,3.0,3,Dubai is a dream city.,Dubai,['Friends'],0,1,0,0,Skyscrapers,Carnival
524843,4.0,3.0,4.0,3.0,"Friends,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>1,Carnival=>5,Cuisine=>2,Economic=>3",23,3.0,6,idk,Dubai,"['Friends', 'Co-worker']",0,1,0,1,Skyscrapers,Art and Music
630239,4.0,2.0,4.0,3.0,Partner,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",35,5.0,4,"""Grand and sandy""",Dubai,['Partner'],1,0,0,0,Skyscrapers,Carnival
413395,3.0,3.0,3.0,2.0,"Friends,Co-worker","Skyscrapers=>3,Sport=>3,Art and Music=>2,Carnival=>3,Cuisine=>2,Economic=>6",20,4.0,6,"Rich, Rich, Rich and Desert. Cristiano Ronaldo seems want to play soccer there.",Dubai,"['Friends', 'Co-worker']",0,1,0,1,Economic,Art and Music
419249,4.0,3.0,5.0,3.0,"Friends,Co-worker","Skyscrapers=>4,Sport=>4,Art and Music=>1,Carnival=>2,Cuisine=>2,Economic=>5",27,2.0,1,No quote comes to mind.,Dubai,"['Friends', 'Co-worker']",0,1,0,1,Economic,Art and Music
